"行","事務所コード","関与先コード","納税者(関与先)","決算月","申請・届出書類名","提出先","電子申請データ作成","電子署名(納税者)","電子署名(税理士)","送信","申請受付日時","即時通知","受信通知","送付書","提出期限","報告書","実践報告","監査担当者"
"326","5121","527","株式会社　紅菱住建","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:25)",,"完了","済"," 4. 6.15(17:24)","正常","正常",,,,"－","加藤　雄也"
"327","5121","526","ダイヤホーム　有限会社　本社","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:25)",,"完了","済"," 4. 6.15(17:24)","正常","正常",,,,"－","加藤　雄也"
"328","5121","415","株式会社　スタック","4","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(17:11)",,"完了","済"," 4. 6.15(17:24)","正常","正常",,,,"－","佐々木　博也"
"329","5121","348","株式会社　Ｋ－ライン","4","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:09)",,"完了","済"," 4. 6.15(17:24)","正常","正常",,,,"－","横井　要"
"330","5121","253","株式会社　営繕本舗","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:02)",,"完了","済"," 4. 6.15(17:24)","正常","正常",,,,"－","高橋　健吉"
"331","5121","404","株式会社　大畠工作所","12","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:10)",,"完了","済"," 4. 6.15(17:24)","正常","正常",,,,"－","前田　拓哉"
"332","5121","216","株式会社　ＦＴ","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:00)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","加藤　雄也"
"333","5121","345","金清産業　有限会社","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:08)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","加藤　雄也"
"334","5121","571","有限会社　藤田商店","5","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:26)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","岡村　直幸"
"335","5121","509","株式会社　健星工業","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:24)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","高橋　健吉"
"336","5121","233","株式会社　ＭＩＵＲＡ","8","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:01)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","前田　拓哉"
"337","5121","268","株式会社　広松","5","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:04)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","加藤　雄也"
"338","5121","239","株式会社ヨシカワ","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:01)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","横井　要"
"339","5121","529","株式会社　Ｌａｕｇｈ","1","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:25)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","加藤　雄也"
"340","5121","288","株式会社　ｂｏｈｅｍｉａｎ","4","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:05)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","佐々木　博也"
"341","5121","224","純薬　株式会社","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:01)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","山田　健司"
"342","5121","386","株式会社　ＹＫＨ","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:10)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","山﨑　智之"
"343","5121","320","株式会社　杉野自動車","2","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:07)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","安田　祥英"
"344","5121","612","株式会社　環境開発ホールディングス","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:28)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","山田　健司"
"345","5121","426","株式会社　信貴","12","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:21)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","安田　祥英"
"346","5121","256","ＴＥＣ２２　株式会社","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:03)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","横井　要"
"347","5121","512","株式会社　はら建興","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:25)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","河野　秀太"
"348","5121","543","有限会社　紅葉堂","7","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:26)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","岡村　直幸"
"349","5121","346","一般社団法人　呉娑々宇スポーツクラブ","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:08)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","河野　秀太"
"350","5121","617","株式会社　ナックス","8","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:29)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","安田　祥英"
"351","5121","579","株式会社　優侑ミート","2","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:27)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","山田　健司"
"352","5121","332","広島食人　株式会社","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:07)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","山田　健司"
"353","5121","490","有限会社　ムカイハタタイヤ","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:24)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","三上　貴史"
"354","5121","230","株式会社　ＦＩＯＲＥ","12","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:01)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","山田　健司"
"355","5121","265","有限会社　カオル交通","8","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:03)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","安田　祥英"
"356","5121","270","株式会社　グローグッドコーポレーション","2","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:04)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","木村　大介"
"357","5121","251","モモタロー　株式会社","11","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:02)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","木村　大介"
"358","5121","465","株式会社　スズキプラザ北","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:22)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","山田　健司"
"359","5121","464","医療法人社団　松成会","12","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:22)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","加藤　雄也"
"360","5121","363","株式会社　ＮＫ","8","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:09)",,"完了","済"," 4. 6.15(17:23)","正常","正常",,,,"－","横井　要"
"361","5121","598","株式会社　竹乃下","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:28)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","佐々木　博也"
"362","5121","573","有限会社　デンスケ","7","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:27)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","川口　祐汰"
"363","5121","593","株式会社　大丸商事","4","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:27)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","高橋　健吉"
"364","5121","377","徳広商事　株式会社","1","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:09)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","横井　要"
"365","5121","301","小島紙器工業　株式会社","1","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:06)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","山田　健司"
"366","5121","511","大朝まちづくり　有限会社","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:24)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","安田　祥英"
"367","5121","291","有限会社　森原自動車商会","8","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:05)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","横井　要"
"368","5121","319","櫻井ビル　株式会社","8","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:07)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","岡村　直幸"
"369","5121","443","株式会社　プレジャークリエイト","5","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:22)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","安田　祥英"
"370","5121","618","株式会社　Ｈｏｔ　Ｆｕｎ　Ａｕｔｏ　Ｃｕｓｔｏｍ","11","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:29)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","岡村　直幸"
"371","5121","619","株式会社　ＴＷＯ　ＦＡＣＥ","10","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:29)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","岡村　直幸"
"372","5121","600","株式会社　アート・カンパニー","10","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:28)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","高橋　健吉"
"373","5121","547","ソリッドアワー　株式会社","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:26)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","岡村　直幸"
"374","5121","582","株式会社　Ｓ・Ｓ・Ｓ","8","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:27)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","佐々木　博也"
"375","5121","486","株式会社　フリーラック","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:23)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","岡村　直幸"
"376","5121","613","株式会社　フィット","7","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:29)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","加藤　雄也"
"377","5121","475","株式会社　クレアネット","7","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:23)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","佐々木　博也"
"378","5121","446","株式会社　眞電","4","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:22)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","山田　健司"
"379","5121","567","株式会社　トミヒロ","6","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:26)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","木村　大介"
"380","5121","470","有限会社　三村建設","7","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:23)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","岡村　直幸"
"381","5121","442","株式会社　ＲＩＳＥ","4","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:22)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","安田　祥英"
"382","5121","597","有限会社　新栄","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:28)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","岡村　直幸"
"383","5121","395","有限会社　ウッドストック","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:10)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","高橋　健吉"
"384","5121","315","有限会社　ディ・ルーム","3","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:06)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","高橋　健吉"
"385","5121","375","株式会社　フジ設備","7","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:09)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","山田　健司"
"386","5121","497","株式会社　福永建設工業","9","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 4. 6.10(16:24)",,"完了","済"," 4. 6.15(17:22)","正常","正常",,,,"－","岡村　直幸"
